2D,3D,4D,answer,type
"In triangle ABC, let M and N be the midpoints of AB and AC. Are points M, N, and A collinear?","In tetrahedron ABCD, let M, N, and P be the midpoints of AB, AC, and AD. Are points M, N, P, and A coplanar?","In 5-cell (4-simplex) ABCDE, let M, N, P, and Q be the midpoints of AB, AC, AD, and AE. Are points M, N, P, Q, and A cohyperplanar?",A,3
"In triangle ABC, let D be the foot of the altitude from B to AC. What is the relationship between line BD and line AC?","In tetrahedron ABCD, let E be the foot of the altitude from B to plane ACD. What is the relationship between line BE and plane ACD?","In 5-cell (4-simplex) ABCDE, let F be the foot of the altitude from B to 3D hyperplane ACDE. What is the relationship between line BF and 3D hyperplane ACDE?",B,1
"In circle O, line t is tangent to circle O at A. What is the relationship between line t and line OB, where B is another point on the circle?","In sphere O, plane P is tangent to sphere O at A. What is the relationship between plane P and line OB, where B is another point on the sphere?","In 3-sphere O, 3D hyperplane H is tangent to 3-sphere O at A. What is the relationship between 3D hyperplane H and line OB, where B is another point on the 3-sphere?",D,1
"In rectangle ABCD, do lines AC and BC intersect?","In rectangular solid ABCD-EFGH, do planes ACEG and plane BCGF intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and 3D hyperplane BCGF-JKNO intersect?",A,2
"In rectangle ABCD, do lines AB and the diagonal BD intersect?","In rectangular solid ABCD-EFGH, do planes ABFE and plane BDFH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABFE-IJKM and 3D hyperplane BDFH-JLNP intersect?",A,2
"In triangle ABC, let D be the foot of the altitude from C to AB. Do lines CD and AB intersect?","In tetrahedron ABCD, let E be the foot of the altitude from C to plane ABD. Do planes CDE and plane ABD intersect?","In 5-cell (4-simplex) ABCDE, let F be the foot of the altitude from C to 3D hyperplane ABDE. Do 3D hyperplanes CDEF and 3D hyperplane ABDE intersect?",A,2
"In circle O, let t be the tangent line at A. Do line t and line OA intersect?","In sphere O, let P be the tangent plane at A. Do plane P and line OA intersect?","In 3-sphere O, let H be the tangent 3D hyperplane at A. Do 3D hyperplane H and line OA intersect?",B,2
"In circle O, AB is a chord not specified to pass through the center. Do lines AB and OC intersect, where C is another point on the circle?","In sphere O, circle ABC lies on the sphere and is not specified to be great. Do plane ABC and line OD intersect, where D is another point on the sphere?","In 3-sphere O, sphere ABCD lies on the 3-sphere and is not specified to be great. Do 3D hyperplane ABCD and line OE intersect, where E is another point on the 3-sphere?",C,2
"In triangle ABC, P is a point not specified to lie on any side. Do lines CP and AB intersect?","In tetrahedron ABCD, P is a point not specified to lie on any face. Do planes CDP and plane ABE intersect?","In 5-cell (4-simplex) ABCDE, P is a point not specified to lie on any facet. Do 3D hyperplanes CDEP and 3D hyperplane ABEF intersect?",C,2
"In rectangle ABCD, are points A, D, and B collinear?","In rectangular solid ABCD-EFGH, are points A, D, H, and B coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, D, H, L, and B cohyperplanar?",B,3
"In rectangle ABCD, let P be the intersection point of diagonals AC and BD. Are points A, P, and C collinear?","In rectangular solid ABCD-EFGH, let P, Q, and R be the centers of faces ABCD, BCGF, and CDHG. Are points A, P, Q, and R coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P, Q, R, and S be the centers of hyperfaces ABCD-EFGH, BCGF-JKNO, CDHG-KLPO, and DAEH-ILPM. Are points A, P, Q, R, and S cohyperplanar?",A,3
"In triangle ABC, let D be the foot of the altitude from B to AC. Are points A, D, and C collinear?","In tetrahedron ABCD, let E, F, and G be the feet from B to planes ACD, ABE, and BCE respectively. Are points A, E, F, and G coplanar?","In 5-cell (4-simplex) ABCDE, let F, G, H, and I be the feet from B to 3D hyperplanes ACDE, ABCE, ABDE, and BCDE respectively. Are points A, F, G, H, and I cohyperplanar?",C,3
"In triangle ABC, let M be the midpoint of AB. Are points A, M, and B collinear?","In tetrahedron ABCD, let M and N be the midpoints of AB and AC. Are points A, M, N, and B coplanar?","In 5-cell (4-simplex) ABCDE, let M, N, and P be the midpoints of AB, AC, and AD. Are points A, M, N, P, and B cohyperplanar?",A,3
"In circle O, are points A, O, and A collinear?","In sphere O, are points A, O, A, and B coplanar?","In 3-sphere O, are points A, O, A, B, and C cohyperplanar?",A,3
"In circle O, are points A, B, and O collinear if AB is a diameter?","In sphere O, are points A, B, O, and C coplanar if ABC is a great circle on the sphere?","In 3-sphere O, are points A, B, O, C, and D cohyperplanar if ABCD is a great sphere on the 3-sphere?",A,3
"In rectangle ABCD, what is the relationship between line BC and line BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane BCGF and plane BDFH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane BCGF-JKNO and 3D hyperplane BDFH-JLNP?",C,1
"In circle O, what is the relationship between line OA and the tangent line at A?","In sphere O, what is the relationship between line OA and the tangent plane at A?","In 3-sphere O, what is the relationship between line OA and the tangent 3D hyperplane at A?",B,1
"In triangle ABC, let M and N be the midpoints of AB and BC. What is the relationship between line MN and line AC?","In tetrahedron ABCD, let M, N, and P be the midpoints of AB, BC, and CD. What is the relationship between plane MNP and plane ACD?","In 5-cell (4-simplex) ABCDE, let M, N, P, and Q be the midpoints of AB, BC, CD, and DE. What is the relationship between 3D hyperplane MNPQ and 3D hyperplane ACDE?",A,1
"In rectangle ABCD, do lines AD and BC intersect?","In rectangular solid ABCD-EFGH, do planes ADHE and plane BCGF intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ADHE-ILPM and 3D hyperplane BCGF-JKNO intersect?",B,2
"In rectangle ABCD, what is the relationship between diagonal AC and diagonal BD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ACEG and plane BDFH?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ACEG-IKMO and 3D hyperplane BDFH-JLNP?",C,1
"In triangle ABC, let D be the foot of the altitude from A to BC. What is the relationship between line AD and line BC?","In tetrahedron ABCD, let E be the foot of the altitude from A to plane BCD. What is the relationship between line AE and plane BCD?","In 5-cell (4-simplex) ABCDE, let F be the foot of the altitude from A to 3D hyperplane BCDE. What is the relationship between line AF and 3D hyperplane BCDE?",B,1
"In rectangle ABCD, what is the relationship between line AB and diagonal AC?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABFE and plane ACEG?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABFE-IJKM and 3D hyperplane ACEG-IKMO?",C,1
"In triangle ABC, let M and N be the midpoints of AB and BC. Do lines MN and AB intersect?","In tetrahedron ABCD, let M, N, and P be the midpoints of AB, BC, and CD. Do planes MNP and plane ABC intersect?","In 5-cell (4-simplex) ABCDE, let M, N, P, and Q be the midpoints of AB, BC, CD, and DE. Do 3D hyperplane MNPQ and 3D hyperplane ABCD intersect?",A,2
"In rectangle ABCD, do diagonals AC and BD intersect?","In rectangular solid ABCD-EFGH, do planes ACEG and plane BDFH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and 3D hyperplane BDFH-JLNP intersect?",A,2
"In circle O, let AB be a chord. Do line AB and line OM intersect, where M is the midpoint of AB?","In sphere O, let sphere ABCD lie on the sphere and let M be its center. Do 3D hyperplane ABCD and line OM intersect?","In 3-sphere O, let 3-sphere ABCDE lie on the 3-sphere and let M be its center. Do 4D hyperplane ABCDE and line OM intersect?",A,2
"In triangle ABC, P is a point not specified to lie on any side. Do lines BP and AC intersect?","In tetrahedron ABCD, P is a point not specified to lie on any face. Do planes BCP and plane ACD intersect?","In 5-cell (4-simplex) ABCDE, P is a point not specified to lie on any facet. Do 3D hyperplane BCDP and 3D hyperplane ACDE intersect?",C,2
"In circle O, AB is a chord not specified to be a diameter. Do line AB and line OA intersect?","In sphere O, circle ABC lies on the sphere and is not specified to be great. Do plane ABC and line OA intersect?","In 3-sphere O, sphere ABCD lies on the 3-sphere and is not specified to be great. Do 3D hyperplane ABCD and line OA intersect?",A,2
"In rectangle ABCD, do lines AB and CD intersect?","In rectangular solid ABCD-EFGH, do planes ABCD and plane EFGH intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ABCD-EFGH and 3D hyperplane IJKL-MNOP intersect?",B,2
"Line l and point P are given in the plane, with no further information. Is point P on line l?","Plane P and point Q are given in space, with no further information. Is point Q in plane P?","3D hyperplane H and point Q are given in 4D space, with no further information. Is point Q in 3D hyperplane H?",C,3
"In triangle ABC, are points A, B, and C collinear?","In tetrahedron ABCD, are points A, B, C, and D coplanar?","In 5-cell (4-simplex) ABCDE, are points A, B, C, D, and E cohyperplanar?",B,3
"In rectangle ABCD, let P be the intersection point of diagonals AC and BD. Are points A, P, and B collinear?","In rectangular solid ABCD-EFGH, let P be the center of the solid. Are points A, P, B, and F coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), let P be the center of the tesseract. Are points A, P, B, F, J cohyperplanar?",A,3
"In triangle ABC, let D be the foot of the altitude from A to BC. Are points B, D, and C collinear?","In tetrahedron ABCD, let E be the foot of the altitude from A to plane BCD. Are points B, C, D, and E coplanar?","In 5-cell (4-simplex) ABCDE, let F be the foot of the altitude from A to 3D hyperplane BCDE. Are points B, C, D, E, and F cohyperplanar?",A,3
"In rectangle ABCD, are points A, C, and D collinear?","In rectangular solid ABCD-EFGH, are points A, C, G, and D coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, C, G, O, and D cohyperplanar?",B,3
"In circle O, is point O on line AB if AB is a chord not specified to be a diameter?","In sphere O, is point O in plane ABC if circle ABC lies on the sphere but is not specified to be great?","In 3-sphere O, is point O in 3D hyperplane ABCD if sphere ABCD lies on the 3-sphere but is not specified to be great?",C,3
"In triangle ABC, let M be the midpoint of AB. Are points A, M, and B collinear?","In tetrahedron ABCD, let M, N, and P be the midpoints of AB, AC, and AD. Are points A, M, N, and P coplanar?","In 5-cell (4-simplex) ABCDE, let M, N, P, and Q be the midpoints of AB, AC, AD, and AE. Are points A, M, N, P, and Q cohyperplanar?",A,3
"In rectangle ABCD, are points A, B, and D collinear?","In rectangular solid ABCD-EFGH, are points A, B, E, and D coplanar?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), are points A, B, E, I, and D cohyperplanar?",B,3
"In circle O, are points A, O, and B collinear if AB is a diameter?","In sphere O, are points A, O, B, and C coplanar if circle ABC is a great circle?","In 3-sphere O, are points A, O, B, C, and D cohyperplanar if sphere ABCD is a great sphere?",A,3
"In rectangle ABCD, what is the relationship between line AB and line AD?","In rectangular solid ABCD-EFGH, what is the relationship between plane ABCD and plane ADHE?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), what is the relationship between 3D hyperplane ABCD-EFGH and 3D hyperplane ADHE-ILPM?",B,1
"In triangle ABC, let M be the midpoint of AC and N be the midpoint of BC. What is the relationship between line MN and line AB?","In tetrahedron ABCD, let M, N, and P be the midpoints of AC, BC, and CD. What is the relationship between plane MNP and plane ABD?","In 5-cell (4-simplex) ABCDE, let M, N, P, and Q be the midpoints of AC, BC, CD, and DE. What is the relationship between 3D hyperplane MNPQ and 3D hyperplane ABDE?",A,1
"In triangle ABC, let I be the incenter. What is the relationship between line AI and line BC?","In tetrahedron ABCD, let I be the incenter. What is the relationship between line AI and plane BCD?","In 5-cell ABCDE, let I be the incenter. What is the relationship between line AI and 3D hyperplane BCDE?",D,1
"In circle O, let AB be a diameter and let t be the tangent line at A. Do line AB and line t intersect?","In sphere O, let circle ABC be a great circle through diameter AB, and let P be the tangent plane at A. Do plane ABC and plane P intersect?","In 3-sphere O, let sphere ABCD be a great sphere through diameter AB, and let H be the tangent 3D hyperplane at A. Do 3D hyperplane ABCD and 3D hyperplane H intersect?",A,2
"In rectangle ABCD, do lines AC and AD intersect?","In rectangular solid ABCD-EFGH, do planes ACEG and plane ADHE intersect?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplanes ACEG-IKMO and 3D hyperplane ADHE-ILPM intersect?",A,2
"In triangle ABC, let M be the midpoint of AB and N be the midpoint of AC. Do lines BM and CN intersect?","In tetrahedron ABCD, let M, N, and P be the midpoints of AB, AC, and AD. Do planes BCM and plane CDN intersect?","In 5-cell (4-simplex) ABCDE, let M, N, P, and Q be the midpoints of AB, AC, AD, and AE. Do 3D hyperplanes BCDM and 3D hyperplane CDEN intersect?",A,2
"In rectangle ABCD, do lines AB and line l intersect, where line l is not otherwise specified?","In rectangular solid ABCD-EFGH, do plane ABCD and plane P intersect, where plane P is not otherwise specified?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), do 3D hyperplane ABCD-EFGH and 3D hyperplane H intersect, where H is not otherwise specified?",C,2
"In circle O, let t_A and t_B be the tangent lines at distinct points A and B on the circle. Do lines t_A and t_B intersect?","In sphere O, let P_A and P_B be the tangent planes at distinct points A and B on the sphere. Do planes P_A and P_B intersect?","In 3-sphere O, let H_A and H_B be the tangent 3D hyperplanes at distinct points A and B on the 3-sphere. Do 3D hyperplanes H_A and H_B intersect?",C,2
