2D,3D,4D,answer,type,aug_source_id,aug_map
"In a plane, lines AB and CD are both perpendicular to line EF. What is the relationship between line AB and line CD?","In a 3-dimensional space, plane ABG and CDH are both perpendicular to line EF. What is the relationship between plane ABG and plane CDH?","In a 4-dimensional space, 3D hyperplane ABGH and CDJK are both perpendicular to line EF. What is the relationship between 3D hyperplane ABGH and 3D hyperplane CDJK?",A,1,14,
"In a plane, lines BC and DE are both perpendicular to line FG. What is the relationship between line BC and line DE?","In a 3-dimensional space, plane BCH and DEJ are both perpendicular to line FG. What is the relationship between plane BCH and plane DEJ?","In a 4-dimensional space, 3D hyperplane BCHJ and DEKW are both perpendicular to line FG. What is the relationship between 3D hyperplane BCHJ and 3D hyperplane DEKW?",A,1,14,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->W,W->A"
"In a plane, lines CD and EF are both perpendicular to line GH. What is the relationship between line CD and line EF?","In a 3-dimensional space, plane CDJ and EFK are both perpendicular to line GH. What is the relationship between plane CDJ and plane EFK?","In a 4-dimensional space, 3D hyperplane CDJK and EFWA are both perpendicular to line GH. What is the relationship between 3D hyperplane CDJK and 3D hyperplane EFWA?",A,1,14,"A->C,B->D,C->E,D->F,E->G,F->H,G->J,H->K,J->W,K->A,W->B"
"In a plane, lines DE and FG are both perpendicular to line HJ. What is the relationship between line DE and line FG?","In a 3-dimensional space, plane DEK and FGW are both perpendicular to line HJ. What is the relationship between plane DEK and plane FGW?","In a 4-dimensional space, 3D hyperplane DEKW and FGAB are both perpendicular to line HJ. What is the relationship between 3D hyperplane DEKW and 3D hyperplane FGAB?",A,1,14,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->W,J->A,K->B,W->C"
"In a plane, lines EF and GH are both perpendicular to line JK. What is the relationship between line EF and line GH?","In a 3-dimensional space, plane EFW and GHA are both perpendicular to line JK. What is the relationship between plane EFW and plane GHA?","In a 4-dimensional space, 3D hyperplane EFWA and GHBC are both perpendicular to line JK. What is the relationship between 3D hyperplane EFWA and 3D hyperplane GHBC?",A,1,14,"A->E,B->F,C->G,D->H,E->J,F->K,G->W,H->A,J->B,K->C,W->D"
"In a plane, lines BA and CD are both perpendicular to line EF. What is the relationship between line BA and line CD?","In a 3-dimensional space, plane BAG and CDH are both perpendicular to line EF. What is the relationship between plane BAG and plane CDH?","In a 4-dimensional space, 3D hyperplane BAGH and CDJK are both perpendicular to line EF. What is the relationship between 3D hyperplane BAGH and 3D hyperplane CDJK?",A,1,14,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,W->W"
Line AB is tangent to circle O at point C. What is the relationship between line AB and line OC?,Plane ABD is tangent to sphere O at point C. What is the relationship between plane ABD and line OC?,3D hyperplane ABDE is tangent to 3-sphere O at point C. What is the relationship between 3D hyperplane ABDE and line OC?,B,1,15,
Line BC is tangent to circle O at point D. What is the relationship between line BC and line OD?,Plane BCE is tangent to sphere O at point D. What is the relationship between plane BCE and line OD?,3D hyperplane BCEL is tangent to 3-sphere O at point D. What is the relationship between 3D hyperplane BCEL and line OD?,B,1,15,"A->B,B->C,C->D,D->E,E->L,L->P,P->W,W->A"
Line CD is tangent to circle O at point E. What is the relationship between line CD and line OE?,Plane CDL is tangent to sphere O at point E. What is the relationship between plane CDL and line OE?,3D hyperplane CDLP is tangent to 3-sphere O at point E. What is the relationship between 3D hyperplane CDLP and line OE?,B,1,15,"A->C,B->D,C->E,D->L,E->P,L->W,P->A,W->B"
Line DE is tangent to circle O at point L. What is the relationship between line DE and line OL?,Plane DEP is tangent to sphere O at point L. What is the relationship between plane DEP and line OL?,3D hyperplane DEPW is tangent to 3-sphere O at point L. What is the relationship between 3D hyperplane DEPW and line OL?,B,1,15,"A->D,B->E,C->L,D->P,E->W,L->A,P->B,W->C"
Line EL is tangent to circle O at point P. What is the relationship between line EL and line OP?,Plane ELW is tangent to sphere O at point P. What is the relationship between plane ELW and line OP?,3D hyperplane ELWA is tangent to 3-sphere O at point P. What is the relationship between 3D hyperplane ELWA and line OP?,B,1,15,"A->E,B->L,C->P,D->W,E->A,L->B,P->C,W->D"
Line BA is tangent to circle O at point C. What is the relationship between line BA and line OC?,Plane BAD is tangent to sphere O at point C. What is the relationship between plane BAD and line OC?,3D hyperplane BADE is tangent to 3-sphere O at point C. What is the relationship between 3D hyperplane BADE and line OC?,B,1,15,"A->B,B->A,C->C,D->D,E->E,L->L,P->P,W->W"
"Line segment BC is the diameter of circle O, and A is a point on circle O. What is the relationship between line AB and line AC?","Line segment BC is the diameter of sphere O, and A is a point on sphere O. What is the relationship between line AB and line AC?","Line segment BC is the diameter of 3-sphere O, and A is a point on 3-sphere O. What is the relationship between line AB and line AC?",B,1,16,
"Line segment CL is the diameter of circle O, and B is a point on circle O. What is the relationship between line BC and line BL?","Line segment CL is the diameter of sphere O, and B is a point on sphere O. What is the relationship between line BC and line BL?","Line segment CL is the diameter of 3-sphere O, and B is a point on 3-sphere O. What is the relationship between line BC and line BL?",B,1,16,"A->B,B->C,C->L,L->W,W->A"
"Line segment LW is the diameter of circle O, and C is a point on circle O. What is the relationship between line CL and line CW?","Line segment LW is the diameter of sphere O, and C is a point on sphere O. What is the relationship between line CL and line CW?","Line segment LW is the diameter of 3-sphere O, and C is a point on 3-sphere O. What is the relationship between line CL and line CW?",B,1,16,"A->C,B->L,C->W,L->A,W->B"
"Line segment WA is the diameter of circle O, and L is a point on circle O. What is the relationship between line LW and line LA?","Line segment WA is the diameter of sphere O, and L is a point on sphere O. What is the relationship between line LW and line LA?","Line segment WA is the diameter of 3-sphere O, and L is a point on 3-sphere O. What is the relationship between line LW and line LA?",B,1,16,"A->L,B->W,C->A,L->B,W->C"
"Line segment AB is the diameter of circle O, and W is a point on circle O. What is the relationship between line WA and line WB?","Line segment AB is the diameter of sphere O, and W is a point on sphere O. What is the relationship between line WA and line WB?","Line segment AB is the diameter of 3-sphere O, and W is a point on 3-sphere O. What is the relationship between line WA and line WB?",B,1,16,"A->W,B->A,C->B,L->C,W->L"
"Line segment AC is the diameter of circle O, and B is a point on circle O. What is the relationship between line BA and line BC?","Line segment AC is the diameter of sphere O, and B is a point on sphere O. What is the relationship between line BA and line BC?","Line segment AC is the diameter of 3-sphere O, and B is a point on 3-sphere O. What is the relationship between line BA and line BC?",B,1,16,"A->B,B->A,C->C,L->L,W->W"
"In triangle ABC, CD is the altitude from vertex C to the base AB. What is the relationship between line AB and line CD?","In triangular pyramid ABCD, DE is the altitude from vertex D to the base ABC. What is the relationship between plane ABC and line DE?","In 5-cell ABCDE, EF is the altitude from vertex E to the base ABCD. What is the relationship between 3D hyperplane ABCD and line EF?",B,1,17,
"In triangle BCD, DE is the altitude from vertex D to the base BC. What is the relationship between line BC and line DE?","In triangular pyramid BCDE, EF is the altitude from vertex E to the base BCD. What is the relationship between plane BCD and line EF?","In 5-cell BCDEF, FW is the altitude from vertex F to the base BCDE. What is the relationship between 3D hyperplane BCDE and line FW?",B,1,17,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
"In triangle CDE, EF is the altitude from vertex E to the base CD. What is the relationship between line CD and line EF?","In triangular pyramid CDEF, FW is the altitude from vertex F to the base CDE. What is the relationship between plane CDE and line FW?","In 5-cell CDEFW, WA is the altitude from vertex W to the base CDEF. What is the relationship between 3D hyperplane CDEF and line WA?",B,1,17,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
"In triangle DEF, FW is the altitude from vertex F to the base DE. What is the relationship between line DE and line FW?","In triangular pyramid DEFW, WA is the altitude from vertex W to the base DEF. What is the relationship between plane DEF and line WA?","In 5-cell DEFWA, AB is the altitude from vertex A to the base DEFW. What is the relationship between 3D hyperplane DEFW and line AB?",B,1,17,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
"In triangle EFW, WA is the altitude from vertex W to the base EF. What is the relationship between line EF and line WA?","In triangular pyramid EFWA, AB is the altitude from vertex A to the base EFW. What is the relationship between plane EFW and line AB?","In 5-cell EFWAB, BC is the altitude from vertex B to the base EFWA. What is the relationship between 3D hyperplane EFWA and line BC?",B,1,17,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
"In triangle BAC, CD is the altitude from vertex C to the base BA. What is the relationship between line BA and line CD?","In triangular pyramid BACD, DE is the altitude from vertex D to the base BAC. What is the relationship between plane BAC and line DE?","In 5-cell BACDE, EF is the altitude from vertex E to the base BACD. What is the relationship between 3D hyperplane BACD and line EF?",B,1,17,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
"In triangle ABC, let CD be the perpendicular drawn from vertex C to the base AB. What is the relationship between line AB and line CD?","In triangular pyramid ABCD, let DE be the perpendicular drawn from vertex D to the base ABC. What is the relationship between plane ABC and line DE?","In 5-cell ABCDE, let EF be the perpendicular drawn from vertex E to the base ABCD. What is the relationship between 3D-hyperplane ABCD and line EF?",B,1,18,
"In triangle BCD, let DE be the perpendicular drawn from vertex D to the base BC. What is the relationship between line BC and line DE?","In triangular pyramid BCDE, let EF be the perpendicular drawn from vertex E to the base BCD. What is the relationship between plane BCD and line EF?","In 5-cell BCDEF, let FW be the perpendicular drawn from vertex F to the base BCDE. What is the relationship between 3D-hyperplane BCDE and line FW?",B,1,18,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
"In triangle CDE, let EF be the perpendicular drawn from vertex E to the base CD. What is the relationship between line CD and line EF?","In triangular pyramid CDEF, let FW be the perpendicular drawn from vertex F to the base CDE. What is the relationship between plane CDE and line FW?","In 5-cell CDEFW, let WA be the perpendicular drawn from vertex W to the base CDEF. What is the relationship between 3D-hyperplane CDEF and line WA?",B,1,18,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
"In triangle DEF, let FW be the perpendicular drawn from vertex F to the base DE. What is the relationship between line DE and line FW?","In triangular pyramid DEFW, let WA be the perpendicular drawn from vertex W to the base DEF. What is the relationship between plane DEF and line WA?","In 5-cell DEFWA, let AB be the perpendicular drawn from vertex A to the base DEFW. What is the relationship between 3D-hyperplane DEFW and line AB?",B,1,18,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
"In triangle EFW, let WA be the perpendicular drawn from vertex W to the base EF. What is the relationship between line EF and line WA?","In triangular pyramid EFWA, let AB be the perpendicular drawn from vertex A to the base EFW. What is the relationship between plane EFW and line AB?","In 5-cell EFWAB, let BC be the perpendicular drawn from vertex B to the base EFWA. What is the relationship between 3D-hyperplane EFWA and line BC?",B,1,18,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
"In triangle BAC, let CD be the perpendicular drawn from vertex C to the base BA. What is the relationship between line BA and line CD?","In triangular pyramid BACD, let DE be the perpendicular drawn from vertex D to the base BAC. What is the relationship between plane BAC and line DE?","In 5-cell BACDE, let EF be the perpendicular drawn from vertex E to the base BACD. What is the relationship between 3D-hyperplane BACD and line EF?",B,1,18,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
Line EF is the altitude on side AB of triangle ABC. What is the relationship between line AB and line EF?,Line EF is the altitude on side ABC of triangular pyramid ABCD. What is the relationship between plane ABC and line EF?,Line FG is the altitude on side ABCD of 5-cell ABCDE. What is the relationship between 3D hyperplane ABCD and line FG?,B,1,19,
Line FG is the altitude on side BC of triangle BCD. What is the relationship between line BC and line FG?,Line FG is the altitude on side BCD of triangular pyramid BCDE. What is the relationship between plane BCD and line FG?,Line GL is the altitude on side BCDE of 5-cell BCDEF. What is the relationship between 3D hyperplane BCDE and line GL?,B,1,19,"A->B,B->C,C->D,D->E,E->F,F->G,G->L,L->W,W->A"
Line GL is the altitude on side CD of triangle CDE. What is the relationship between line CD and line GL?,Line GL is the altitude on side CDE of triangular pyramid CDEF. What is the relationship between plane CDE and line GL?,Line LW is the altitude on side CDEF of 5-cell CDEFG. What is the relationship between 3D hyperplane CDEF and line LW?,B,1,19,"A->C,B->D,C->E,D->F,E->G,F->L,G->W,L->A,W->B"
Line LW is the altitude on side DE of triangle DEF. What is the relationship between line DE and line LW?,Line LW is the altitude on side DEF of triangular pyramid DEFG. What is the relationship between plane DEF and line LW?,Line WA is the altitude on side DEFG of 5-cell DEFGL. What is the relationship between 3D hyperplane DEFG and line WA?,B,1,19,"A->D,B->E,C->F,D->G,E->L,F->W,G->A,L->B,W->C"
Line WA is the altitude on side EF of triangle EFG. What is the relationship between line EF and line WA?,Line WA is the altitude on side EFG of triangular pyramid EFGL. What is the relationship between plane EFG and line WA?,Line AB is the altitude on side EFGL of 5-cell EFGLW. What is the relationship between 3D hyperplane EFGL and line AB?,B,1,19,"A->E,B->F,C->G,D->L,E->W,F->A,G->B,L->C,W->D"
Line EF is the altitude on side BA of triangle BAC. What is the relationship between line BA and line EF?,Line EF is the altitude on side BAC of triangular pyramid BACD. What is the relationship between plane BAC and line EF?,Line FG is the altitude on side BACD of 5-cell BACDE. What is the relationship between 3D hyperplane BACD and line FG?,B,1,19,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,L->L,W->W"
Line AB is perpendicular to BC. What is the relationship between line AB and line BC?,Line AB is perpendicular to plane BCD. What is the relationship between line AB and plane BCD?,Line AB is perpendicular to 3D hyperplane BCDE. What is the relationship between line AB and 3D hyperplane BCDE?,B,1,20,
Line BC is perpendicular to CD. What is the relationship between line BC and line CD?,Line BC is perpendicular to plane CDE. What is the relationship between line BC and plane CDE?,Line BC is perpendicular to 3D hyperplane CDEL. What is the relationship between line BC and 3D hyperplane CDEL?,B,1,20,"A->B,B->C,C->D,D->E,E->L,L->W,W->A"
Line CD is perpendicular to DE. What is the relationship between line CD and line DE?,Line CD is perpendicular to plane DEL. What is the relationship between line CD and plane DEL?,Line CD is perpendicular to 3D hyperplane DELW. What is the relationship between line CD and 3D hyperplane DELW?,B,1,20,"A->C,B->D,C->E,D->L,E->W,L->A,W->B"
Line DE is perpendicular to EL. What is the relationship between line DE and line EL?,Line DE is perpendicular to plane ELW. What is the relationship between line DE and plane ELW?,Line DE is perpendicular to 3D hyperplane ELWA. What is the relationship between line DE and 3D hyperplane ELWA?,B,1,20,"A->D,B->E,C->L,D->W,E->A,L->B,W->C"
Line EL is perpendicular to LW. What is the relationship between line EL and line LW?,Line EL is perpendicular to plane LWA. What is the relationship between line EL and plane LWA?,Line EL is perpendicular to 3D hyperplane LWAB. What is the relationship between line EL and 3D hyperplane LWAB?,B,1,20,"A->E,B->L,C->W,D->A,E->B,L->C,W->D"
Line BA is perpendicular to AC. What is the relationship between line BA and line AC?,Line BA is perpendicular to plane ACD. What is the relationship between line BA and plane ACD?,Line BA is perpendicular to 3D hyperplane ACDE. What is the relationship between line BA and 3D hyperplane ACDE?,B,1,20,"A->B,B->A,C->C,D->D,E->E,L->L,W->W"
